order_purchase_timestamp,orders,revenue,freight,gmv,quantity,avg_delivery_days,avg_review_score,review_count,aov,orders_pct_change,orders_roll_mean,orders_roll_std,orders_zscore,revenue_pct_change,revenue_roll_mean,revenue_roll_std,revenue_zscore,aov_pct_change,aov_roll_mean,aov_roll_std,aov_zscore,avg_delivery_days_pct_change,avg_delivery_days_roll_mean,avg_delivery_days_roll_std,avg_delivery_days_zscore,avg_review_score_pct_change,avg_review_score_roll_mean,avg_review_score_roll_std,avg_review_score_zscore
2016-09-01,4,267.36,87.39,354.75,6.0,54.81319444444444,1.0,4,66.84,,,,,,,,,,,,,,,,,,,,
2016-10-01,324,49507.66,7301.18,56808.84,363.0,19.57857175925926,3.561128526645768,319,152.80141975308644,8000.0,164.0,226.27416997969522,0.7071067811865475,18417.227707959308,24887.510000000002,34818.15003765996,0.7071067811865476,128.6077494809791,109.82070987654322,60.78390282783065,0.7071067811865476,-64.28127942971287,37.19588310185185,24.914640633243803,-0.7071067811865475,256.1128526645768,2.280564263322884,1.8109913486815339,0.7071067811865476
2016-11-01,0,,,,,,,0,,-100.0,109.33333333333333,185.9175444473526,-0.5880743189586064,,24887.510000000002,34818.15003765996,,,109.82070987654322,60.78390282783065,,,37.19588310185185,24.914640633243803,,,2.280564263322884,1.8109913486815339,
2016-12-01,1,10.9,8.72,19.62,1.0,4.693020833333334,5.0,1,10.9,inf,108.33333333333333,186.77348134393526,-0.5746711608147607,,24759.280000000002,34999.49464276306,-0.7071067811865476,,81.85070987654322,100.33945616740613,-0.7071067811865475,,12.135796296296295,10.525674001419912,-0.7071067811865475,,4.2805642633228835,1.0174357760646564,0.7071067811865478
2017-01-01,800,120312.87,16875.62,137188.49,955.0,12.647043518518519,4.0620253164556965,790,150.3910875,79900.0,267.0,461.59181101921644,1.1546998609509795,1103687.7981651376,60161.884999999995,85066.33877710061,0.7071067811865475,1279.734747706422,80.64554375,98.63509388633605,0.7071067811865475,169.4862002037107,8.670032175925925,5.624343378406077,0.7071067811865476,-18.759493670886073,4.531012658227848,0.6632482593154826,-0.7071067811865472
2017-02-01,1780,247303.02,38977.6,286280.62,1951.0,13.168825248986131,4.016402714932127,1768,138.9342808988764,122.50000000000001,860.3333333333334,891.0332953000877,1.0321350184304119,105.54992994515051,122542.26333333332,123661.13293795925,1.0088922339831634,-7.618009013415494,100.07512279962548,77.44008328456329,0.5017964399193385,4.125721001146165,10.169629866945995,4.750052518009491,0.63140257305975,-1.1231491182181363,4.359476010462608,0.5551788822731978,-0.6179509100305758
2017-03-01,2682,374344.3,57704.29,432048.59,3000.0,12.951184487831313,4.074032318677189,2661,139.57654735272183,50.67415730337079,1754.0,941.2693557106808,0.9859027008260965,51.37069494743736,247320.06333333332,127015.71585759625,1.0000670846832842,0.46228076302701204,142.96730525053275,6.437199213560366,-0.5267442851027616,-1.652696858222602,12.922351085111986,0.2620831306985046,0.11001624806022436,1.4348562092841854,4.050820116688338,0.030404936824838826,0.7634352974510572
2017-04-01,2404,359927.23,52495.01,412422.24,2684.0,14.91791250040205,4.043988269794721,2387,149.7201455906822,-10.36539895600298,2288.6666666666665,461.9278442931682,0.24967824468302838,-3.8512861021257727,327191.51666666666,69559.98779177027,0.4706112576001102,7.267408766264016,142.7436579474268,6.050343909795929,1.1530729074689394,15.185699921259221,13.6793074124065,1.078169188131143,1.1488040111241729,-0.7374523943939448,4.044807767801346,0.028823540547437233,-0.028431552510891994
2017-05-01,3700,506071.14,80119.81,586190.95,4136.0,11.322362975369588,4.1402073104200765,3666,136.7759837837838,53.91014975041597,2928.6666666666665,682.302963010812,1.1304850999468847,40.603738150069965,413447.55666666664,80537.62548633046,1.1500659818814032,-8.645571212765358,142.02422557572928,6.8103728042839204,-0.7706247429867833,-24.10222961782058,13.063819987867651,1.800419163317704,-0.9672508757843986,2.3793105767401013,4.086075966297329,0.04922715745108642,1.0996236005813183
2017-06-01,3245,433038.6,69924.44,502963.04,3583.0,12.01157270438301,4.1469857054070856,3218,133.44795069337442,-12.297297297297295,3116.3333333333335,657.510709671967,0.19568756033017087,-14.431279365189653,433012.3233333333,73071.95854340722,0.00035959986827317444,-2.4331998925120835,139.98136002261347,8.59662197135202,-0.7599972816079893,6.087154514589521,12.75061606005155,1.9083062930013766,-0.38727711498879774,0.16372114917890812,4.110393761873961,0.057608625164675666,0.635181683793445
